8.5,17.0,38.1,67.8,135.7,269.0
35.5,74.1,153.4,318.6,663.0,"1,381.9"
7.3,14.4,29.0,58.3,116.8,233.9
1.3,2.0,3.6,6.5,12.0,23.1
